repo_name,description,owner,topic,urls,user_api,repo_api,location
DW_ScalaScripts,Processing various datasets from Self-driving accidents and crowdsourcing tasks,christianadriano,[],https://github.com/christianadriano/DW_ScalaScripts,https://api.github.com/users/christianadriano,https://api.github.com/repos/christianadriano/DW_ScalaScripts,"Potsdam, Germany"
Self-Driving-Car-Deep-Q-Learning-,Self Driving Car stimulation using Deep Q Learning.,iamvigneshwars,[],https://github.com/iamvigneshwars/Self-Driving-Car-Deep-Q-Learning-,https://api.github.com/users/iamvigneshwars,https://api.github.com/repos/iamvigneshwars/Self-Driving-Car-Deep-Q-Learning-,"Chennai, India."
CarND-Path-Planning-Project,Udacity Self Driving Car Nano Degree project 7,andrea-ortalda,[],https://github.com/andrea-ortalda/CarND-Path-Planning-Project,https://api.github.com/users/andrea-ortalda,https://api.github.com/repos/andrea-ortalda/CarND-Path-Planning-Project,Munich
CarND-Path-Planning-Project,Path Planning Project on Udacity Self-Driving Car Nanodegree,tttanikawa,[],https://github.com/tttanikawa/CarND-Path-Planning-Project,https://api.github.com/users/tttanikawa,https://api.github.com/repos/tttanikawa/CarND-Path-Planning-Project,Japan
ISDC---Implement-Matrix-Class,Second project for Intro to Self Driving Cars nanodegree,jarcik,[],https://github.com/jarcik/ISDC---Implement-Matrix-Class,https://api.github.com/users/jarcik,https://api.github.com/repos/jarcik/ISDC---Implement-Matrix-Class,"Prague, Czech Republic"
Advance_Lane_Finding,"Udacity Self Driving Car, the Project for Computer Vision Section",tiaotiaohum,[],https://github.com/tiaotiaohum/Advance_Lane_Finding,https://api.github.com/users/tiaotiaohum,https://api.github.com/repos/tiaotiaohum/Advance_Lane_Finding,"Friedrichshafen,  Germany"
Deep-Learning-Self-Driving-Car,Trained and Tested a highly accurate CNN model for a self-driving car on data collected from Udacity's car simulator.,syedayazsa,[],https://github.com/syedayazsa/Deep-Learning-Self-Driving-Car,https://api.github.com/users/syedayazsa,https://api.github.com/repos/syedayazsa/Deep-Learning-Self-Driving-Car,Vellore
Self-Driving-Car,Machine learning project to design a model for a self driving car to be tested in Kaggle4,Siokhan,[],https://github.com/Siokhan/Self-Driving-Car,https://api.github.com/users/Siokhan,https://api.github.com/repos/Siokhan/Self-Driving-Car,Nottingham
Self-DrivingCar,Lidar(Light Detection and Ranging) technology for self driving car and other 3D data Visualization using LIDAR.,singh728om,[],https://github.com/singh728om/Self-DrivingCar,https://api.github.com/users/singh728om,https://api.github.com/repos/singh728om/Self-DrivingCar,"New Delhi, India"
SD_behavioral_cloning,Cloning of human driving behavior with CNN network. This is a project of Udacity Self Driving Car Nanodegree.,waterwheel31,[],https://github.com/waterwheel31/SD_behavioral_cloning,https://api.github.com/users/waterwheel31,https://api.github.com/repos/waterwheel31/SD_behavioral_cloning,nomad on the water planet
MindstormsFSD,Project targeting to enable Lego Mindstorms car to have a Full Self driving capability.,pawil31,[],https://github.com/pawil31/MindstormsFSD,https://api.github.com/users/pawil31,https://api.github.com/repos/pawil31/MindstormsFSD,Cracow
Udacity-Implement-Route-Planner,Udacity Intro to Self-Driving Car Nanodegree Programhttps://classroom.udacity.com/nanodegrees/nd113/,marikohm,[],https://github.com/marikohm/Udacity-Implement-Route-Planner,https://api.github.com/users/marikohm,https://api.github.com/repos/marikohm/Udacity-Implement-Route-Planner,Tokyo
isdc_p3_histogramcpp,"P3 - Histogram C++ Result, part of the Udacity Intro to Self-Driving Cars Nanodegree",vickyaziz,[],https://github.com/vickyaziz/isdc_p3_histogramcpp,https://api.github.com/users/vickyaziz,https://api.github.com/repos/vickyaziz/isdc_p3_histogramcpp,"Bandung, Indonesia"
Intro-to-Self-Driving-Car,"Codes written in course ""introduction to self driving car at Udacity"" in Python and C++",aali17,[],https://github.com/aali17/Intro-to-Self-Driving-Car,https://api.github.com/users/aali17,https://api.github.com/repos/aali17/Intro-to-Self-Driving-Car,Wisconsin
sdcnd-p2-advanced-lane-finding,Advanced lane finding project of Udacity Self-Driving Car Engineer Nanodegree,frgfm,"['camera-calibration', 'lane-detection', 'lane-finding', 'opencv', 'polynomial-regression', 'self-driving-car']",https://github.com/frgfm/sdcnd-p2-advanced-lane-finding,https://api.github.com/users/frgfm,https://api.github.com/repos/frgfm/sdcnd-p2-advanced-lane-finding,Paris
self_driving_car_navigation,"Navigation package for self driving RC car. Includes AMCL localization, TEB Local planner, path tools.",berktepebag,[],https://github.com/berktepebag/self_driving_car_navigation,https://api.github.com/users/berktepebag,https://api.github.com/repos/berktepebag/self_driving_car_navigation,"İzmir, TURKEY"
self-driving-car_reinforcement_learning,Implementation of the Q-Learning approach in simulating a self-driving car.,maxxrichard,[],https://github.com/maxxrichard/self-driving-car_reinforcement_learning,https://api.github.com/users/maxxrichard,https://api.github.com/repos/maxxrichard/self-driving-car_reinforcement_learning,"Saarbrücken, Germany"
Kidnapped-Vehicle,Kidnapped Vehicle (project 6 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['bayes-filter', 'bayes-rule', 'c-plus-plus', 'localization', 'markov-assumption', 'markov-localization', 'motion-model', 'motion-models', 'odometry', 'particle-filter', 'particle-filters', 'pitch', 'probability', 'resampling', 'resampling-wheel', 'roll', 'velocity', 'weights', 'yaw', 'yaw-rate']",https://github.com/trajkd/Kidnapped-Vehicle,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Kidnapped-Vehicle,"Geneva, Switzerland"
advanced_lane_finding,Applying openCV to lane detection and tracking for self-driving car applications.,stevenjnovotny,[],https://github.com/stevenjnovotny/advanced_lane_finding,https://api.github.com/users/stevenjnovotny,https://api.github.com/repos/stevenjnovotny/advanced_lane_finding,"Monument, CO"
Applied-Deep-Learning_The-Complete-Self-Driving-Car-Course,Applied Deep Learning - The Complete Self Driving Car Course on Udemy,hpt1988,[],https://github.com/hpt1988/Applied-Deep-Learning_The-Complete-Self-Driving-Car-Course,https://api.github.com/users/hpt1988,https://api.github.com/repos/hpt1988/Applied-Deep-Learning_The-Complete-Self-Driving-Car-Course,Planet Earth
CarND-BehavioralCloning,Repository for the Behavioral cloning project of the Udacity Self-Driving Cards NanoDegree. ,pagli17,[],https://github.com/pagli17/CarND-BehavioralCloning,https://api.github.com/users/pagli17,https://api.github.com/repos/pagli17/CarND-BehavioralCloning,Turin - Italy
sdcnd-p3-traffic-sign-classification,Traffic sign classification project of Udacity Self-Driving Car Engineer Nanodegree,frgfm,"['deep-learning', 'image-classification', 'keras', 'python', 'self-driving-car', 'tensorflow', 'traffic-sign-classification']",https://github.com/frgfm/sdcnd-p3-traffic-sign-classification,https://api.github.com/users/frgfm,https://api.github.com/repos/frgfm/sdcnd-p3-traffic-sign-classification,Paris
BtechProject,Bachelors Thesis work on deep multi-task imitation learning for self-driving cars,sumedh7,[],https://github.com/sumedh7/BtechProject,https://api.github.com/users/sumedh7,https://api.github.com/repos/sumedh7/BtechProject,Los Angeles
MITNuVu2018,MIT NuVu Studio 2018 Neural Network Session code for self-driving duckie-bot.,zhao-xuan,[],https://github.com/zhao-xuan/MITNuVu2018,https://api.github.com/users/zhao-xuan,https://api.github.com/repos/zhao-xuan/MITNuVu2018,Cambridge
traffic_sign_classifier,Udacity Self-driving Car Engineer Nanodegree program project. CNN for traffic sign classification using transfer learning.,AndrewWalker251,[],https://github.com/AndrewWalker251/traffic_sign_classifier,https://api.github.com/users/AndrewWalker251,https://api.github.com/repos/AndrewWalker251/traffic_sign_classifier,Leeds UK
Udacity-Traffic-Light-Classifier,Udacity Intro to Self-Driving Car Nanodegree Programhttps://classroom.udacity.com/nanodegrees/nd113/,marikohm,[],https://github.com/marikohm/Udacity-Traffic-Light-Classifier,https://api.github.com/users/marikohm,https://api.github.com/repos/marikohm/Udacity-Traffic-Light-Classifier,Tokyo
isdc_p5_trafficlight,"P5 - Traffic Light Result, part of the Udacity Intro to Self-Driving Cars Nanodegree",vickyaziz,[],https://github.com/vickyaziz/isdc_p5_trafficlight,https://api.github.com/users/vickyaziz,https://api.github.com/repos/vickyaziz/isdc_p5_trafficlight,"Bandung, Indonesia"
introToCar,Notes and exercise solution from Udacity's Intro to Self Driving Car Nanodegree,delvingdeep,[],https://github.com/delvingdeep/introToCar,https://api.github.com/users/delvingdeep,https://api.github.com/repos/delvingdeep/introToCar,"San Mateo, CA"
CarND-ExtendedKalmanFilter,Repository for the Extended Kalman filter project of the Udacity Self-Driving Cars NanoDegree.,pagli17,[],https://github.com/pagli17/CarND-ExtendedKalmanFilter,https://api.github.com/users/pagli17,https://api.github.com/repos/pagli17/CarND-ExtendedKalmanFilter,Turin - Italy
Self-Driving-Car-Udacity-Kidnapped-Vehicle,My own implementation of the Udacity Self Driving Car project Kidnapped Vehicle,JRPCF,[],https://github.com/JRPCF/Self-Driving-Car-Udacity-Kidnapped-Vehicle,https://api.github.com/users/JRPCF,https://api.github.com/repos/JRPCF/Self-Driving-Car-Udacity-Kidnapped-Vehicle,"New York, NY"
PID-Controller,PID Controller (project 8 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['c-plus-plus', 'derivative', 'integral', 'parameter-optimisation', 'parameters', 'pid', 'pid-control', 'pid-controller', 'pid-tuning', 'proportional', 'proportional-integral-derivative', 'twiddle', 'twiddle-algorithm']",https://github.com/trajkd/PID-Controller,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/PID-Controller,"Geneva, Switzerland"
Self-Driving-Car,A Self Driving car(deep Q learning) made using kivy and python,Roshan2534,[],https://github.com/Roshan2534/Self-Driving-Car,https://api.github.com/users/Roshan2534,https://api.github.com/repos/Roshan2534/Self-Driving-Car,Thane
Coursera_SDC_specialization,Coursera's Self-Driving Cars Specialization offered by University of Toronto,hankkkwu,[],https://github.com/hankkkwu/Coursera_SDC_specialization,https://api.github.com/users/hankkkwu,https://api.github.com/repos/hankkkwu/Coursera_SDC_specialization,Taiwan
CarND-Path-Planning-Project,C++ implementation of a path planner for a self-driving car ,Tylastin,[],https://github.com/Tylastin/CarND-Path-Planning-Project,https://api.github.com/users/Tylastin,https://api.github.com/repos/Tylastin/CarND-Path-Planning-Project,Houston
Extended-Kalman-Filters,Extended Kalman Filters (project 5 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['c-plus-plus', 'extended-kalman-filter', 'extended-kalman-filters', 'geometry', 'jacobian-matrix', 'kalman-filter', 'lidar', 'radar', 'sensor-fusion', 'sensors', 'trigonometry']",https://github.com/trajkd/Extended-Kalman-Filters,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Extended-Kalman-Filters,"Geneva, Switzerland"
Implement-Route-Planner,Planning an Optimal Path (project 4 of 5 from Udacity Intro to Self Driving Car Nanodegree),trajkd,"['a-star', 'a-star-algorithm', 'a-star-path-finding', 'a-star-search', 'data-structures', 'dictionaries', 'dictionaries-hashtables-sets', 'dictionaries-in-python', 'path-planning', 'python', 'searching-algorithms', 'sets']",https://github.com/trajkd/Implement-Route-Planner,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Implement-Route-Planner,"Geneva, Switzerland"
rc_car_description,Description files and launchers for TF publishing and visualization of the self driving RC car.,berktepebag,[],https://github.com/berktepebag/rc_car_description,https://api.github.com/users/berktepebag,https://api.github.com/repos/berktepebag/rc_car_description,"İzmir, TURKEY"
finding-lane-lines,Udacity - Self driving car nanodegree - Project 1 - Finding Lane Lines on the Road,manuzagra,[],https://github.com/manuzagra/finding-lane-lines,https://api.github.com/users/manuzagra,https://api.github.com/repos/manuzagra/finding-lane-lines,Spain
CarND-Kidnapped-Vehicle-Project,Udacity Self Driving Car Nanodegree Term 2 - Project 1 : Sparse Localization,danyz91,[],https://github.com/danyz91/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-Kidnapped-Vehicle-Project,"Turin, Italy"
Udacity-Intro-to-Self-Driving-Cars,An overview of the Udacity Intro to Self Driving Cars projects.,sboenisch,[],https://github.com/sboenisch/Udacity-Intro-to-Self-Driving-Cars,https://api.github.com/users/sboenisch,https://api.github.com/repos/sboenisch/Udacity-Intro-to-Self-Driving-Cars,Ingolstadt
Coursera_SDC_specialization,Coursera's Self-Driving Cars Specialization offered by University of Toronto,hankkkwu,[],https://github.com/hankkkwu/Coursera_SDC_specialization,https://api.github.com/users/hankkkwu,https://api.github.com/repos/hankkkwu/Coursera_SDC_specialization,Taiwan
CarND-Path-Planning-Project,C++ implementation of a path planner for a self-driving car ,Tylastin,[],https://github.com/Tylastin/CarND-Path-Planning-Project,https://api.github.com/users/Tylastin,https://api.github.com/repos/Tylastin/CarND-Path-Planning-Project,Houston
Extended-Kalman-Filters,Extended Kalman Filters (project 5 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['c-plus-plus', 'extended-kalman-filter', 'extended-kalman-filters', 'geometry', 'jacobian-matrix', 'kalman-filter', 'lidar', 'radar', 'sensor-fusion', 'sensors', 'trigonometry']",https://github.com/trajkd/Extended-Kalman-Filters,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Extended-Kalman-Filters,"Geneva, Switzerland"
Arduino-Car,Remote Control and Self-Driving Arduino Based Car. All written in C!,GarretAnd,[],https://github.com/GarretAnd/Arduino-Car,https://api.github.com/users/GarretAnd,https://api.github.com/repos/GarretAnd/Arduino-Car,NYC
lane-detection,Detected and tracked lanes from camera atop a self driving car. Turn Prediction is also included.,ramaprv,"['opencv', 'python']",https://github.com/ramaprv/lane-detection,https://api.github.com/users/ramaprv,https://api.github.com/repos/ramaprv/lane-detection,"College Park, Maryland"
CarND_P1_LaneLines,This is my solution for the Udacity Self-driving car Nanodegree Project 1.,linyilu0323,[],https://github.com/linyilu0323/CarND_P1_LaneLines,https://api.github.com/users/linyilu0323,https://api.github.com/repos/linyilu0323/CarND_P1_LaneLines,"Indianapolis, IN"
Intro-to-seld-driving-car---Udacity,Projects completed as a requirement for udacity's intro to self driving car nanodegree programme,ansarkar9526,[],https://github.com/ansarkar9526/Intro-to-seld-driving-car---Udacity,https://api.github.com/users/ansarkar9526,https://api.github.com/repos/ansarkar9526/Intro-to-seld-driving-car---Udacity,Dearborn
Self-Driving-Car-Specialization,Exercises from the Self-Driving Cars Specialization by the University of Toronto on Coursera,smitshah,[],https://github.com/smitshah/Self-Driving-Car-Specialization,https://api.github.com/users/smitshah,https://api.github.com/repos/smitshah/Self-Driving-Car-Specialization,India
Traffic-Sign-Classifier,Traffic Sign Classifier (project 3 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['backpropagation', 'classification', 'cnn', 'cnn-classification', 'cnn-model', 'convolutional-neural-network', 'convolutional-neural-networks', 'cross-entropy', 'deep-neural-networks', 'feedforward', 'german-traffic-sign-classifier', 'gradient-descent', 'lenet', 'lenet-architecture', 'machine-learning', 'machinelearning', 'neural-network-architectures', 'neural-networks', 'neural-networks-from-scratch', 'tensorflow']",https://github.com/trajkd/Traffic-Sign-Classifier,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Traffic-Sign-Classifier,"Geneva, Switzerland"
CarND-AdvancedLaneFinding,Repository for the Advanced Lane Finding of the Udacity Self-Driving Cars NanoDegree,pagli17,[],https://github.com/pagli17/CarND-AdvancedLaneFinding,https://api.github.com/users/pagli17,https://api.github.com/repos/pagli17/CarND-AdvancedLaneFinding,Turin - Italy
Udacity,Collection of my solutions to pass the Self-Driving Car Nanodegree of Udacity,Rockettwo,[],https://github.com/Rockettwo/Udacity,https://api.github.com/users/Rockettwo,https://api.github.com/repos/Rockettwo/Udacity,"Ulm, Germany"
Deep-Learning,Lane Detection Project for Udacity Self Driving Cars Nano Degree Program,Hema23294,"['autonomous', 'autonomous-vehicles', 'deep-neural-networks', 'lane-detection']",https://github.com/Hema23294/Deep-Learning,https://api.github.com/users/Hema23294,https://api.github.com/repos/Hema23294/Deep-Learning,San Jose
Self-Driving-Car-Engineer-Nanodegree,Udacity Self Driving Car Engineer Nanodegree lecture notes and project files,lukaumi,[],https://github.com/lukaumi/Self-Driving-Car-Engineer-Nanodegree,https://api.github.com/users/lukaumi,https://api.github.com/repos/lukaumi/Self-Driving-Car-Engineer-Nanodegree,Croatia
Udacity-CarND-Advanced-Lane-Finding,My advanced lane finding project in UDACITY's Self Driving Nanodegree,ugururesin,[],https://github.com/ugururesin/Udacity-CarND-Advanced-Lane-Finding,https://api.github.com/users/ugururesin,https://api.github.com/repos/ugururesin/Udacity-CarND-Advanced-Lane-Finding,"Istanbul, Turkey"
self_driving_Stuff,All the self driving  Related Stuff I would love to work on.  ,vaibhavCodian,[],https://github.com/vaibhavCodian/self_driving_Stuff,https://api.github.com/users/vaibhavCodian,https://api.github.com/repos/vaibhavCodian/self_driving_Stuff,"Mumbai,India"
CarND-Extended-Kalman-Filter-Project,Self-Driving Car Nanodegree Program for the Extended Kalman Filter Project,marcorossi10,[],https://github.com/marcorossi10/CarND-Extended-Kalman-Filter-Project,https://api.github.com/users/marcorossi10,https://api.github.com/repos/marcorossi10/CarND-Extended-Kalman-Filter-Project,Munich
Autonomous-RC-Car,"This project creates a self driving car system by using OpenCV, Python and Raspberry Pi. ",saiparthiv,[],https://github.com/saiparthiv/Autonomous-RC-Car,https://api.github.com/users/saiparthiv,https://api.github.com/repos/saiparthiv/Autonomous-RC-Car,"Bay Area, California, USA"
CarND-Extended-Kalman-Filter-Project-P5,Udacity Self-Driving Car Engineer Nanodegree Extended Kalman Filter project solution.,umtclskn,[],https://github.com/umtclskn/CarND-Extended-Kalman-Filter-Project-P5,https://api.github.com/users/umtclskn,https://api.github.com/repos/umtclskn/CarND-Extended-Kalman-Filter-Project-P5,"Ankara, Turkey"
Finding-Lane-Lines,Introduction to Image Recognition with lane line detection for self driving cars,carolina-github,[],https://github.com/carolina-github/Finding-Lane-Lines,https://api.github.com/users/carolina-github,https://api.github.com/repos/carolina-github/Finding-Lane-Lines,Hong Kong
Udacity_Self_Driving_Car_ND,Repo for programs contained in Udacity's Self-Driving car Engineer Nanodegree,dhaneshwaranj,[],https://github.com/dhaneshwaranj/Udacity_Self_Driving_Car_ND,https://api.github.com/users/dhaneshwaranj,https://api.github.com/repos/dhaneshwaranj/Udacity_Self_Driving_Car_ND,"Boston, Massachusetts "
particle_filters_self_driving,Udacity Self-driving Car Engineer Nanodegree program project. Implementing particle filter in C++,AndrewWalker251,[],https://github.com/AndrewWalker251/particle_filters_self_driving,https://api.github.com/users/AndrewWalker251,https://api.github.com/repos/AndrewWalker251/particle_filters_self_driving,Leeds UK
ISDC-Self-Driving-Car-Simulation,Udacity - Intro to Self-Driving Car Nanodegree Project Zero : Joy Ride,Rahul24-06,"['self-driving-car', 'simulation']",https://github.com/Rahul24-06/ISDC-Self-Driving-Car-Simulation,https://api.github.com/users/Rahul24-06,https://api.github.com/repos/Rahul24-06/ISDC-Self-Driving-Car-Simulation,India
Self-Driving-Car-Udacity-Traffic-Sign-Classifier,My own implementation of the Traffic-Sign-Classifier project from the Udacity Self-Driving Car course,JRPCF,[],https://github.com/JRPCF/Self-Driving-Car-Udacity-Traffic-Sign-Classifier,https://api.github.com/users/JRPCF,https://api.github.com/repos/JRPCF/Self-Driving-Car-Udacity-Traffic-Sign-Classifier,"New York, NY"
UdacityIntroSDCND,Project repo for Udacity's Introduction to Self Driving Cars Nanodegree,agoila,[],https://github.com/agoila/UdacityIntroSDCND,https://api.github.com/users/agoila,https://api.github.com/repos/agoila/UdacityIntroSDCND,"Michigan, USA"
CarND-Extended-Kalman-Filter,Udacity Self Driving Car Nanodegree Term 1 - Project 5 : Extended Kalman Filter,danyz91,[],https://github.com/danyz91/CarND-Extended-Kalman-Filter,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-Extended-Kalman-Filter,"Turin, Italy"
Road-Lane-Lines-Curves-Pipeline,Computer vision project: built a road lane lines curves pipeline for Self-Driving Car,MikeHatchi,[],https://github.com/MikeHatchi/Road-Lane-Lines-Curves-Pipeline,https://api.github.com/users/MikeHatchi,https://api.github.com/repos/MikeHatchi/Road-Lane-Lines-Curves-Pipeline,Bordeaux (France)
P2_Advanced_Lane_Finding,Advanced lane line detection for Self-Driving Cars using Python and OpenCV,ajimenezjulio,[],https://github.com/ajimenezjulio/P2_Advanced_Lane_Finding,https://api.github.com/users/ajimenezjulio,https://api.github.com/repos/ajimenezjulio/P2_Advanced_Lane_Finding,"Grand Rapids, MI"
Self-Driving-Car-using-RL,Implementation of Self Driving Car on google maps using TD3 Reinforcement Learning Architecture. ,abhilashreddyy,"['atari', 'python', 'pytorch', 'reinforcement-learning']",https://github.com/abhilashreddyy/Self-Driving-Car-using-RL,https://api.github.com/users/abhilashreddyy,https://api.github.com/repos/abhilashreddyy/Self-Driving-Car-using-RL,Bengaluru
Mazefinder-Car,Code from self driving car during comprehensive two week robotics course.,rhageboeck,[],https://github.com/rhageboeck/Mazefinder-Car,https://api.github.com/users/rhageboeck,https://api.github.com/repos/rhageboeck/Mazefinder-Car,"Bloomington, Indiana"
Highway-Driving-Path-Planning,Path planning in a Highway environment - Udacity Self Driving Car Nanodegree Project,Gokulk1994,[],https://github.com/Gokulk1994/Highway-Driving-Path-Planning,https://api.github.com/users/Gokulk1994,https://api.github.com/repos/Gokulk1994/Highway-Driving-Path-Planning,"Stuttgart, Germany"
CarND-LaneLines-P1,  Udacity Self Driving Car Nanodegree Term 1 - Project 1 : Lane detection project (OpenCV+Python),danyz91,[],https://github.com/danyz91/CarND-LaneLines-P1,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-LaneLines-P1,"Turin, Italy"
CarND-BasicEKF,This is one of the Udacity projects from Self-driving car Nano Degree,larksq,[],https://github.com/larksq/CarND-BasicEKF,https://api.github.com/users/larksq,https://api.github.com/repos/larksq/CarND-BasicEKF,St. Louis
P1_Finding_Lane_Lines,Lane line detection for Self-Driving Cars using Python and OpenCV,ajimenezjulio,[],https://github.com/ajimenezjulio/P1_Finding_Lane_Lines,https://api.github.com/users/ajimenezjulio,https://api.github.com/repos/ajimenezjulio/P1_Finding_Lane_Lines,"Grand Rapids, MI"
CarND-Path-Planning-Project,My attempt at the Path Planning project for Udacity's Self Driving Car Nanodegree program. ,808brick,[],https://github.com/808brick/CarND-Path-Planning-Project,https://api.github.com/users/808brick,https://api.github.com/repos/808brick/CarND-Path-Planning-Project,"Honolulu, Hawaii"
self-driving-tracked-vehicle,A self driving vehicle that uses tracks instead of wheels (files will be added soon),katznboyz1,[],https://github.com/katznboyz1/self-driving-tracked-vehicle,https://api.github.com/users/katznboyz1,https://api.github.com/repos/katznboyz1/self-driving-tracked-vehicle,NYC
DeepLearningRoadIdentification,"Autonomous self driving cars for NYU Deep learning, spring 2020, Dr Yann Le Cunn.",gowriaddepalli,"['deep-learning', 'image-processing', 'neural-network', 'object-detection', 'pytorch', 'self-supervised-learning', 'semi-supervised-learning', 'supervised-learning', 'transfer-learning']",https://github.com/gowriaddepalli/DeepLearningRoadIdentification,https://api.github.com/users/gowriaddepalli,https://api.github.com/repos/gowriaddepalli/DeepLearningRoadIdentification,New York
self-driving-ND,This repository consists of projects as part of Udacity' self-driving Nano degree program,RachithP,"['autonomous-driving', 'lane-detection', 'self-driving-car', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/RachithP/self-driving-ND,https://api.github.com/users/RachithP,https://api.github.com/repos/RachithP/self-driving-ND,"Sunnyvale, CA"
midterm_localization,This repo is created for midterm localization competition of Self-Driving Car course ,coolcat647,[],https://github.com/coolcat647/midterm_localization,https://api.github.com/users/coolcat647,https://api.github.com/repos/coolcat647/midterm_localization,"Hsinchu, Taiwan"
Kalman_Filter,Self-Driving Car Engineer Nanodegree Program - Udacity - Extended Kalman Filter Implementation,RodolphePerrin,[],https://github.com/RodolphePerrin/Kalman_Filter,https://api.github.com/users/RodolphePerrin,https://api.github.com/repos/RodolphePerrin/Kalman_Filter,"Toronto, ON (Canada)"
Self-Driving-Cars-With-Carla,This repository contains work done on self-driving-car with carla project.,TarunTomar122,[],https://github.com/TarunTomar122/Self-Driving-Cars-With-Carla,https://api.github.com/users/TarunTomar122,https://api.github.com/repos/TarunTomar122/Self-Driving-Cars-With-Carla,Jodhpur
Advanced-Lane-Finding,Advanced Lane Finding (project 2 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['camera-calibration', 'color-spaces', 'curvature', 'distortion-coefficients', 'distortion-correction', 'gradient-threshold', 'gradient-thresholding', 'gradients', 'hls', 'lane-curvature', 'opencv', 'perspective-transform', 'rgb-to-hls', 'search-from-prior', 'sliding-windows', 'sobel', 'sobel-edge-detector', 'sobel-filter', 'sobel-gradient', 'sobel-operator']",https://github.com/trajkd/Advanced-Lane-Finding,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Advanced-Lane-Finding,"Geneva, Switzerland"
Self-Driving-Car,This repository contains codes and materials for demonstrate various applications and techniques in self driving technology.,Defcon27,"['computer-vision', 'image-processing', 'lane-detection', 'neural-networks', 'object-detection', 'self-driving-car']",https://github.com/Defcon27/Self-Driving-Car,https://api.github.com/users/Defcon27,https://api.github.com/repos/Defcon27/Self-Driving-Car,localhost
self-driving-cars,Programming exercises of the UoT's Self Driving Cars Specialization on Coursera.,tdkhan,[],https://github.com/tdkhan/self-driving-cars,https://api.github.com/users/tdkhan,https://api.github.com/repos/tdkhan/self-driving-cars,"College Station, TX"
Advanced-Lane-Detection,"A complete pipeline for finding lane lines, can be for self driving car.",SRatna,[],https://github.com/SRatna/Advanced-Lane-Detection,https://api.github.com/users/SRatna,https://api.github.com/repos/SRatna/Advanced-Lane-Detection,"Siegen, Germany"
LaneLines,Simple lane finding project for Udacity's Self-Driving Car Engineer Nanodegree,macvincent,"['lane-detection', 'opencv', 'self-driving-car']",https://github.com/macvincent/LaneLines,https://api.github.com/users/macvincent,https://api.github.com/repos/macvincent/LaneLines,"Orangeburg, South Carolina"
iSDC_007_CNNTrafficLightClassifier,"Extracurricular implementation of Project 006 of Udacity's ""Intro To Self-Driving Cars"".",FadedIllusions,[],https://github.com/FadedIllusions/iSDC_007_CNNTrafficLightClassifier,https://api.github.com/users/FadedIllusions,https://api.github.com/repos/FadedIllusions/iSDC_007_CNNTrafficLightClassifier,"Douglasville, Georgia"
momocar, Momocar is a self-driving car using Raspberry Pi 4B and python.,marco0616,[],https://github.com/marco0616/momocar,https://api.github.com/users/marco0616,https://api.github.com/repos/marco0616/momocar,Taibei
isdc_p2_matrixclass,"P2 - Matrix Class Result, part of the Udacity Intro to Self-Driving Cars Nanodegree",vickyaziz,[],https://github.com/vickyaziz/isdc_p2_matrixclass,https://api.github.com/users/vickyaziz,https://api.github.com/repos/vickyaziz/isdc_p2_matrixclass,"Bandung, Indonesia"
Self_driving_car,This repo contain the files needed to make a self driving car,hosnaa,[],https://github.com/hosnaa/Self_driving_car,https://api.github.com/users/hosnaa,https://api.github.com/repos/hosnaa/Self_driving_car,"Egypt, Cairo"
CarND-PID-Control-Project,Udacity Self Driving Car Nanodegree Term 2 - Project 3 : PID Control,danyz91,[],https://github.com/danyz91/CarND-PID-Control-Project,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-PID-Control-Project,"Turin, Italy"
Self-Driving-Car-Udacity-Extended-Kalman-Filters,My own implementation of the Udacity Self Driving Car project Extended Kalman Filters,JRPCF,[],https://github.com/JRPCF/Self-Driving-Car-Udacity-Extended-Kalman-Filters,https://api.github.com/users/JRPCF,https://api.github.com/repos/JRPCF/Self-Driving-Car-Udacity-Extended-Kalman-Filters,"New York, NY"
